	brewery_type	city	country	id	latitude	longitude	name	phone	postal_code	state	street	tag_list	updated_at	website_url	Unnamed: 0	name_on_yelp	yelp_business_id	yelp_rating	yelp_review_count	yelp_closed_status
199	brewpub	Long Beach	United States	366	33.759551	-118.148045390244	Belmont Brewing Co	5624333891	90803-2806	California	25 39th Pl	[]	2018-08-23 23:25:15.788	http://www.belmontbrewing.com	158	Belmont Brewing	vRwwkBsXPfa080sq8sa2Lg	3.5	1467	False
200	brewpub	Long Beach	United States	551	33.8781951	-118.1859647	Dutch's BrewHouse	5623361326	90807-2802	California	4244 Atlantic Ave	[]	2018-08-23 23:27:45.359	http://dutchsbrewhouse.com	159	Dutch's Brewhouse	20NTj9eVKjDJ3hWViGgReQ	5.0	220	False
201	micro	Long Beach	United States	776	33.8781951	-118.1859647	Liberation Brewing	5623490133	90807	California	3630 Atlantic Ave	[]	2018-08-23 23:58:58.821	http://www.liberationbrewing.com	160	Liberation Brewing Co	n5SIvJs9dZfVI5K5vnBl6g	4.5	51	False
202	micro	Long Beach	United States	1052	33.825078	-118.133923	Steady Brewing	5623516793	90815	California	2936 Clark Ave	[]	2018-08-24 00:03:08.014	http://Www.steadybrewing.com	161	Steady Brew Beer	HG_JR-qi-Bct_WsmnMwPTw	4.0	39	False
203	micro	Loomis	United States	788	38.8318201777774	-121.191644798979	Loomis Basin Brewing Co	9162592739	95650-7607	California	3277 Swetzer Rd	[]	2018-08-23 23:59:09.264	http://www.loomisbasinbrewing.com	162	Loomis Basin Brewing Company	Ew2H7RfBa9DP1g_w4nWxEw	4.0	134	False
204	planning	Los Angeles	United States	425	34.0536834	-118.2427669	Brewery in Planning - Los Angeles	3107796045	90049-1620	California		[]	2018-08-23 23:26:04.273		163	Mumford Brewing	RBEl2N1T_CeaKJfv79pgew	4.5	257	False
205	micro	Los Angeles	United States	543	34.0363873913043	-118.223301521739	Dry River Brewing	2133755235	90023-1110	California	671 S Anderson St	[]	2018-08-23 23:27:38.017	http://www.dryriverbrewing.com	164	Dry River Brewing	gxnbCwCbOkN6dmM9m0jhOA	4.0	55	False
206	micro	Los Angeles	United States	712	34.036121885906	-118.237361765101	Iron Triangle Brewing Company	3109905702	90021-1217	California	1581 Industrial St	[]	2018-08-23 23:29:59.707	http://www.irontrianglebrewing.com	165	Iron Triangle Brewing Company	p9gJFrwYx_oN-Atfma7rOA	4.0	246	False
207	brewpub	Los Angeles	United States	280	34.0730485	-118.3440213	6th and La Brea		90036	California	600 South La Brea Ave	[]	2018-08-23 23:23:54.280	http://www.6thlabrea.com	166	6th & La Brea Brewery & Restaurant	l96wBEMriHr7RJJM_voP7A	4.0	239	False
208	micro	Los Angeles	United States	316	34.04627065	-118.237715014204	Angel City Brewery	2136221261	90012-4201	California	216 S Alameda St	[]	2018-08-23 23:24:27.055	http://www.angelcitybrewery.com	167	Angel City Brewery	i8xm9g5UxDE8mWyiPYAmMg	4.0	1729	False
209	brewpub	Los Angeles	United States	326	34.0450544285714	-118.235702857143	Arts District Brewing Company		90013-1816	California	828 Traction Ave	[]	2018-08-23 23:24:39.782		168	Arts District Brewing Company	zrA3Jo1oQZU7BvQyhKjdDg	4.0	895	False
210	micro	Los Angeles	United States	398	34.0507711	-118.233179040171	Boomtown Brewery	2136178497	90012-3443	California	700 Jackson St	[]	2018-08-23 23:25:44.186	http://www.boomtownbrew.com	169	Boomtown Brewery	MZ5wjMJJ5o6kptAuRdHcqQ	4.5	347	False
211	micro	Los Angeles	United States	554	34.1147314285714	-118.244037714286	Eagle Rock Brewery	3232577866	90065-2214	California	3056 Roswell St	[]	2018-08-23 23:27:47.923	http://www.eaglerockbrewery.com	170	Eagle Rock Brewery	1OC-1qAhidcC66mSEAUnfw	4.5	413	False
212	micro	Los Angeles	United States	618	34.1065655151515	-118.251520939394	Frogtown Brewery	3234522739	90039-2817	California	2931 Gilroy St	[]	2018-08-23 23:28:41.316	http://www.frogtownbrewery.com	171	Frogtown Brewery	tIA67yCCCfSG3i82pv6WBA	4.5	94	False
213	micro	Los Angeles	United States	670	34.1141508	-118.1807106	Highland Park Brewery	4255011255	90042	California	5125 York Blvd	[]	2018-08-23 23:29:23.552	http://www.hpb.la	172	Highland Park Brewery	Phb4s1elEAxMoo2bqL8zXQ	4.0	113	False
214	micro	Los Angeles	United States	670	34.1141508	-118.1807106	Highland Park Brewery	4255011255	90042	California	5125 York Blvd	[]	2018-08-23 23:29:23.552	http://www.hpb.la	173	Highland Park Brewery-Chinatown	tjvpQHWDyWd2xCiFyZ16Eg	4.5	126	False
215	brewpub	Los Angeles	United States	671	34.0659358248265	-118.233992219312	Highland Park Brewery	3237396459	90012	California	1229 N Spring St	[]	2018-08-23 23:29:24.443		172	Highland Park Brewery	Phb4s1elEAxMoo2bqL8zXQ	4.0	113	False
216	brewpub	Los Angeles	United States	671	34.0659358248265	-118.233992219312	Highland Park Brewery	3237396459	90012	California	1229 N Spring St	[]	2018-08-23 23:29:24.443		173	Highland Park Brewery-Chinatown	tjvpQHWDyWd2xCiFyZ16Eg	4.5	126	False
217	brewpub	Los Angeles	United States	736	34.047978	-118.256154	Karl Strauss Brewing Co - Downtown Los Angeles	2132282739	90017-3212	California	600 Wilshire Blvd Ste 100	[]	2018-08-23 23:58:22.896		174	Karl Strauss Brewing Company	6zofWBRT3URXShIktlVAxg	4.5	611	False
218	planning	Los Angeles	United States	769	34.0536834	-118.2427669	Lawless Brewing	8184567345	90068-1436	California		[]	2018-08-23 23:58:52.293	http://www.lawlessbeer.com	175	Wurstküche	KQBGm5G8IDkE8LeNY45mbA	4.0	8048	False
219	micro	Los Angeles	United States	840	34.0464181026579	-118.242599756959	Mumford Brewing Company	6263759353	90013-1631	California	416 Boyd St	[]	2018-08-23 23:59:54.090	http://www.mumfordbrewing.com	176	Mumford Brewing	RBEl2N1T_CeaKJfv79pgew	4.5	257	False
220	micro	Los Angeles	United States	873	34.0157562857143	-118.241560857143	Ohana Brewing Co	6262822337	90058-1012	California	1756 E 23rd St	[]	2018-08-24 00:00:23.532	http://www.ohanabrew.com	177	Ohana Brewing Company	lBTC1gIDQ7UjAHeREqOkKw	4.5	155	False
221	planning	Los Gatos	United States	426	37.226611	-121.9746797	Brewery in Planning - Los Gatos		95033-8034	California		[]	2018-08-23 23:26:04.688		178	Loma Brewing Company	cwCVi8ov4i3eJlVUJ6KI6Q	4.0	328	False
222	micro	Madera	United States	948	36.9744555309876	-120.020622554844	Riley's Brewing Co	5596738021	93638-2316	California	28777 Avenue 15 1/2	[]	2018-08-24 00:01:30.444	http://www.rileysbrewing.us	179	The Vineyard Restaurant & Bar	XS2qdk6kT9djjMkJWyHC_A	4.0	210	False
223	micro	Madera	United States	998	36.9341605917925	-119.858096535425	Second Son Brews		93636-8671	California	12810 Road 38	[]	2018-08-24 00:02:18.194		180	Second Son Brews	ir2DLaElbFDi3O7HbqRCyw	5.0	5	False
224	micro	Mammoth Lakes	United States	383	37.6395882	-118.9668019	Black Doubt Brewing Company	7605250462	93546	California	452 Old Mammoth Rd, #104	[]	2018-08-23 23:25:31.336	http://www.blackdoubtbrewing.com	181	Black Doubt Brewing Company	zEEVPC_chYbcka7beONLkw	5.0	128	False
225	brewpub	Martinez	United States	958	38.0177998	-122.137811869831	Rocksteady Brewing Co.	9252288787	94553-1111	California	611 Escobar St	[]	2018-08-24 00:01:40.092	http://www.creekmonkey.com	182	Creek Monkey Tap House	vuGJh336hFKJ7x35ZfG27A	3.5	496	False
226	proprietor	Mill Valley	United States	659	37.9060368	-122.5449763	Headlands Brewing Company	4158604226	94941-2003	California		[]	2018-08-23 23:29:14.542	http://www.headlandsbrewing.com	183	Marin Brewing Company	D8DCqnBoQZBOwRLhyniaUg	3.0	751	False
227	brewpub	Mill Valley	United States	816	37.9053888	-122.5493619	Mill Valley Beer Works		94941-1909	California	173 Throckmorton Ave	[]	2018-08-23 23:59:33.035	http://www.millvalleybeerworks.com	184	Mill Valley Beerworks	U6ttwbdkN87JDFzHdjNrDQ	3.5	394	False
228	micro	Monrovia	United States	682	34.134155	-118.001973040816	Hop Secret Brewing Co		91016-4558	California	162 W Pomona Ave	[]	2018-08-23 23:29:32.990	http://www.hopsecretbrewing.com	185	Pacific Plate Brewing Company	fCw2-GgQACjsF8N4sUBmMg	4.5	239	False
229	micro	Monrovia	United States	894	34.1492456	-118.0010497	Pacific Plate Brewing Co	6262398456	91016-4854	California	1999 S Myrtle Ave	[]	2018-08-24 00:00:40.633	http://www.pacificplatebrewing.com	186	Pacific Plate Brewing Company	fCw2-GgQACjsF8N4sUBmMg	4.5	239	False
230	micro	Montclair	United States	538	34.0918989791649	-117.686437	Dragon's Tale Brewery	9095292688	91763-1662	California	8920 Vernon Ave Ste 122	[]	2018-08-23 23:27:34.038	http://www.dragonstalebrewery.com	187	Dragon's Tale Brewery	b0xNFJIqdX0XMeCuhX9FDw	4.5	71	False
231	brewpub	Monterey	United States	307	36.5985775510204	-121.894609632653	Alvarado Street Brewery & Grill	8316552337	93940-2711	California	426 Alvarado St	[]	2018-08-23 23:24:18.651		189	Alvarado Street Brewery	6Y96qu_9KXss87_vLZaM8w	4.0	1106	False
232	planning	Moraga	United States	459	37.834897	-122.12883	Canyon Club Brewery	8087992005	94556	California		[]	2018-08-23 23:26:27.342	http://www.canyonclub.works	190	Crow Canyon Country Club	5Gb28shaOuuH_YpYSXYBrQ	4.0	61	False
233	brewpub	Morgan Hill	United States	566	37.1864644	-121.7082244	El Toro Brewing Company Brewpub		95037-3620	California	17605 Monterey Rd	[]	2018-08-23 23:27:57.576		191	Hermitage Brewery	zYgWuUMdSoHpiB0FQJWB7w	4.5	235	False
234	contract	Mountain View	United States	897	37.4132678904411	-122.071765718906	Palo Alto Brewing Co		94043-1422	California	1080B La Avenida St	[]	2018-08-24 00:00:43.305	http://www.paloaltobrewing.com	192	The Tap Room	WIJA1-ebhF5nmzhNDY9sZg	4.0	108	False
235	brewpub	Mountain View	United States	1124	37.3946092	-122.0806432	Tied House Cafe and Brewery-Mtn View	6509652739	94041-1236	California	954 Villa St	[]	2018-08-24 00:04:12.471	http://www.tiedhouse.com	193	Tied House Cafe & Brewery	t_1tAImXLDOR1McXGzsvJw	3.5	852	False
236	micro	Murrieta	United States	567	33.5268827	-117.172438	Electric Brewing Co	9516962266	92562-9193	California	41537 Cherry St	[]	2018-08-23 23:27:58.448	http://www.electricbrewingcompany.com	194	Electric Brewing Co	d_wTAl9W1bfWRUO9m4zsEQ	4.5	117	False
237	brewpub	Napa	United States	535	38.2986565341617	-122.284893629393	Downtown Joes Brewery and Restaurant	7072582337	94559-3045	California	902 Main St	[]	2018-08-23 23:27:31.584	http://www.downtownjoes.com	195	Downtown Joe's Brewery and Restaurant	pP0J1oF56hWLDphcYonrkA	3.5	812	False
238	brewpub	Napa	United States	680	38.3041333	-122.328868	Hop Creek Pub	7072577708	94558-5424	California	3253 Browns Valley Rd	[]	2018-08-23 23:29:31.245	http://www.hopcreekpub.com	196	Hop Creek	7J9arBY_k-AOSsqIm3FwVg	4.5	212	False
239	proprietor	Napa	United States	841	38.299359	-122.285449	Napa Palisades Beer Company	7072961552	94559-2645	California	1000 Main St	[]	2018-08-23 23:59:54.995	http://www.napapalisadesbeer.com	197	Napa Palisades Saloon	UY8NURcfyhrJnYAu68p27Q	4.5	293	False
240	brewpub	Napa	United States	1010	38.29617	-122.2828832	Silo's	7072515833	94559-3378	California	530 Main St	[]	2018-08-24 00:02:30.089	http://www.silosnapa.com	198	Silo's Napa	tUqxhd8AsNtsHl5BYeNQEw	4.0	67	True
241	micro	Napa	United States	1041	38.304877	-122.286082	St Clair Brown Winery & Brewery	7072555591	94559	California	816 Vallejo St	[]	2018-08-24 00:02:57.781	http://www.stclairbrownwinery.com	199	St Clair Brown Winery & Brewery	m2QHxP8_qJBER5lPDM-Spg	4.5	191	False
242	brewpub	Napa	United States	1088	38.2971973781702	-122.289764974638	Tarla Mediterranean Bar and Grill	7072555599	94559-2843	California	1480 1st St	[]	2018-08-24 00:03:39.900	http://www.tarlagrill.com	200	Tarla Mediterranean Bar + Grill	xjNZeD0_x__ITsE-VuFQog	4.0	1061	False
243	brewpub	Napa	United States	1107	38.2171014	-122.2730244	The Runway By Patrick	7072586115	94558-6208	California	2044 Airport Rd	[]	2018-08-24 00:03:56.464	http://www.therunwaybypatrick.com	201	The Runway By Patrick	zXbX-fUShMILBf9Gio0pZQ	4.0	98	False
244	micro	Napa	United States	1138	38.3007339591837	-122.282183755102	Trade Brewing	7074928223	94559-2624	California	731 1st St	[]	2018-08-24 00:04:23.786	http://www.tradebrewing.com	202	Trade Brewing	_B2EAhUhcMuXzcBZ3sWYxA	4.5	45	False
245	micro	Nevada City	United States	874	39.2527230322759	-121.024460185452	Ol' Republic Brewery	5302647263	95959-3002	California	124 Argall Way	[]	2018-08-24 00:00:24.017	http://www.olrepublicbrewery.com	203	Ol' Republic Brewery	h_SbPjBLwLbidSGQVK1Vrg	4.0	69	False
246	brewpub	Nevada City	United States	1117	39.2629979755326	-121.017467013289	Three Forks Bakery & Brewing Company	5304708333	95959-2506	California	211 Commercial St	[]	2018-08-24 00:04:05.739	http://threeforksnc.com	204	Three Forks Bakery & Brewing	VhvAgo5Db0neUYwl57N3Cg	4.0	370	False
247	micro	Norco	United States	1031	33.9277892	-117.5597542	Sons of Liberty Aleworks	9514035122	92860-3618	California	1780 Town and Country Dr Ste 101	[]	2018-08-24 00:02:48.712	http://www.solaleworks.com	205	Sons of Liberty Aleworks	3uDM4PAiSu83H-hjo6zWuw	4.5	122	False
248	micro	Novato	United States	702	38.0682836733387	-122.535014356985	Indian Valley Brewing	4153014983	94949-6110	California	14 Commercial Blvd Ste 125	[]	2018-08-23 23:29:50.056	http://www.indianvalleybrewing.com	206	Indian Valley Brewery	xbcIvVmsf8kZQMFI0zQKoQ	4.5	9	False
249	brewpub	Novato	United States	837	38.0944860393125	-122.55705476448	Moylan's Brewery & Restaurant	4158984677	94945-5001	California	15 Rowland Way	[]	2018-08-23 23:59:51.139	http://www.moylans.com	207	Moylan's Brewery & Restaurant	KY4tWCD8juMRWPQOXkI7XQ	3.5	491	False
250	planning	Novato	United States	1140	38.1061979	-122.5681191	Trail Dog Brewing Co.	4157580411	94945-3318	California		[]	2018-08-24 00:04:25.156	http://traildogbrewing.com	208	Lagunitas Brewing Company	nBvdJyM7TCHp5ppX31SC5Q	4.5	1861	False
251	brewpub	Oakland	United States	1180	37.8069575	-122.2704253	Woods Bar & Brewery	4155091695	94612-2107	California	1701 Telegraph Ave	[]	2018-08-24 00:05:00.969	http://www.woodsbeer.com	209	Woods Bar & Brewery	KbZXUSyEV_Fs7RJ3YQKUaA	4.0	173	False
252	micro	Oakland	United States	295	37.7761111	-122.2281897	Ale Industries	9254705280	94601-2960	California	3096 E 10th St	[]	2018-08-23 23:24:08.487	http://www.aleindustries.com	210	Ale Industries	VDZl2iOj3EGV5HN-fZngMw	4.5	169	False
253	planning	Oakland	United States	428	37.8044557	-122.2713563	Brewery in Planning - Oakland		94611-5570	California		[]	2018-08-23 23:26:05.550		211	Original Pattern Brewing Company	bcVr2lFnEKWwUIR0vGdQrw	4.5	56	False
254	micro	Oakland	United States	530	37.807739	-122.2698881	Diving Dog Brewhouse	5103061914	94612-2110	California	1802 Telegraph Ave	[]	2018-08-23 23:27:26.494	http://www.divingdogbrew.com	212	Diving Dog Brewhouse	eAFulLji8oHA1FoUCvkLCw	4.0	147	False
255	micro	Oakland	United States	624	37.8139174766419	-122.284439629224	Ghost Town Brewing	5109266728	94607-2300	California	1960 Adeline St	[]	2018-08-23 23:28:46.141	http://www.ghosttownbrewing.com	213	Ghost Town Brewing	wKWZxIReNVYeMxYXrX7_NQ	4.5	74	False
256	micro	Oakland	United States	700	37.7964297	-122.2711853	Independent Brewing Co		94607-4118	California	444 Harrison St	[]	2018-08-23 23:29:48.103		214	Independent Brewing Company	Iy_xI3lmAmlq6ST-lYP94g	4.0	65	False
257	brewpub	Oakland	United States	881	37.7995945	-122.2879928	Old Kan Beer & Co	5103383965	94607-2510	California	95 Linden St	[]	2018-08-24 00:00:29.360	http://www.old-kan.com	215	Old Kan Beer & Co	UCzUo1jxwfTPVfK4ArHUfw	4.5	78	False
258	micro	Oakland	United States	887	37.796075	-122.2718245	Original Pattern Brewing Company	5108444833	94607-4332	California	292 4th St	[]	2018-08-24 00:00:34.143	http://www.originalpatternbeer.com	216	Original Pattern Brewing Company	bcVr2lFnEKWwUIR0vGdQrw	4.5	56	False
259	micro	Oakland	United States	962	37.8143551	-122.2683709	Roses' Taproom	5108583969	94609-2012	California	4930 Telegraph Ave	[]	2018-08-24 00:01:43.667	http://www.rosestaproom.com	217	Roses’ Taproom	992rcffCJ9rSUJMq-6W37Q	4.0	80	False
260	planning	Oakland	United States	1076	37.8044557	-122.2713563	Tack Brewing	8054044861	94618-1534	California		[]	2018-08-24 00:03:29.551	http://www.tackbrewing.com	218	Jupiter	KoZtPdlNO2jMJ7Zc7I9JVg	4.0	3043	False
261	micro	Oakland	United States	1092	37.8303644	-122.2645038	Temescal Brewing	5108995628	94609-2405	California	4115 Telegraph Ave	[]	2018-08-24 00:03:43.672	http://www.temescalbrewing.com	219	Temescal Brewing	KWt08BCv124VQLJ0sw3G3g	4.0	193	False
262	brewpub	Oakland	United States	1181	37.8069575	-122.2704253	Woods Beer Company	4158149212	94612-2107	California	1701 Telegraph Ave	[]	2018-08-24 00:05:01.878	http://woodsbeer.com	220	Woods Bar & Brewery	KbZXUSyEV_Fs7RJ3YQKUaA	4.0	173	False
263	planning	Oakland	United States	514	37.8044557	-122.2713563	Dark Sea Cinema And Brewery		94609-1804	California		[]	2018-08-23 23:27:12.358	http://microcinemabrewery.com	221	Beer Revolution	Y2fiVw61XpDnOSs2yDHfWA	4.5	779	False
264	micro	Oakland	United States	857	37.837819	-122.282003	Novel Brewing Company	5109229974	94608-1236	California	6510 San Pablo Ave	[]	2018-08-24 00:00:09.832	http://novelbrewing.com	222	Novel Brewing Company	1rQkpTJcx8bRhKEiKQK0Pg	4.5	109	False
265	micro	Oceanside	United States	865	33.2136973549748	-117.352957287439	Oceanside Brewing Company	7604537900	92058-1232	California	312 Via Del Norte	[]	2018-08-24 00:00:15.739	http://www.oceansidebrewingco.com	223	Oceanside Brewing Company	OenOAZcOSZVerWgi9s-w_Q	5.0	112	False
266	brewpub	Oceanside	United States	334	33.189591	-117.373847	Bagby Beer Company	7602709075	92054-4120	California	601 S Coast Hwy	[]	2018-08-23 23:24:46.595	http://www.bagbybeer.com	224	Bagby Beer Company	s1_WiwjWuuteaSmA5NpZmA	4.0	1089	False
267	regional	Oceanside	United States	363	33.2139275	-117.292416	Belching Beaver Brewery	7607321415	92056-5864	California	1334 Rocky Point Dr	[]	2018-08-23 23:25:13.242		225	Belching Beaver Brewery - Oceanside	dG-_ImSfE2V0YIsYdGArIA	4.0	68	False
268	micro	Oceanside	United States	388	33.215571	-117.266825	Black Plague Brewing	7602072949	92056-3592	California	2550 Jason Ct	[]	2018-08-23 23:25:35.246	http://www.blackplaguebrewing.com	226	BLACK PLAGUE Brewing	u6oEHYRz_2AXihHIdShvtA	4.5	132	False
269	micro	Oceanside	United States	773	33.2154689215292	-117.350168656157	Legacy Brewing Company	7607053221	92058-1203	California	363 Airport Rd	[]	2018-08-23 23:58:55.475	http://www.legacybrewingco.com	227	Legacy Brewing Co	1P4-QbLtmy2HkVI9F_e9WA	4.0	136	False
270	micro	Oceanside	United States	810	33.171842	-117.358767	Mason Ale Works	8583958809	92054-6535	California	2002 S Coast Hwy	[]	2018-08-23 23:59:27.543	http://www.masonaleworks.com	228	Mason Ale Works Tasting Room + Kitchen	xub5A1nIM4o-YAeBWauwcw	4.0	49	False
271	micro	Oceanside	United States	856	33.199836	-117.376798	Northern Pine Brewing	7607541434	92054-2810	California	326 N Horne St	[]	2018-08-24 00:00:08.711	http://www.northernpinebrewing.com	229	Northern Pine Brewing	PE6xJfY9moo1-orEfDeWjw	4.5	52	False
272	micro	Oceanside	United States	812	33.204836	-117.304737	Midnight Jack Brewing Company	7606379679	92056-5850	California	3801 Oceanic Dr Ste 101	[]	2018-08-23 23:59:29.458	http://www.midnightjackbrewing.com	230	Belching Beaver Brewery - Oceanside	dG-_ImSfE2V0YIsYdGArIA	4.0	68	False
273	micro	Ontario	United States	1065	34.0615608571429	-117.641250485714	Strum Brewing Company	9096786935	91761-1736	California	235 S Campus Ave	[]	2018-08-24 00:03:19.498	http://www.strumbrewing.com	231	Strum Brewing Co.	cClTxO6PsQmzV6l_5InYxg	4.5	63	False
274	planning	Orange	United States	370	33.7500378	-117.8704931	Berts Brewing Co.	2069139711	92867-6942	California		[]	2018-08-23 23:25:19.071		232	Docent Brewing	00G4zUZcQSa4CgfPc5X7zA	4.5	275	False
275	micro	Orange	United States	382	33.8274902	-117.8620026	Black Cock Brewing Company	7147448410	92867-3505	California	1444 N Batavia St	[]	2018-08-23 23:25:30.444		233	Black Cock Brewing Company	DznebLVFkSwadcmw_NXu8w	4.0	256	False
276	micro	Orange	United States	474	33.788493	-117.856454	Chapman Crafted Beer	8448552337	92866-1309	California	123 N Cypress St	[]	2018-08-23 23:26:39.202	http://www.chapmancrafted.beer	234	Chapman Crafted Beer	05KzFVZoHKu7WlduB5ICxQ	4.5	122	False
277	brewpub	Oroville	United States	587	39.46576	-121.521407	Feather Falls Brewing Co	5305344059	95966-9379	California	3 Alverda Dr	[]	2018-08-23 23:28:15.157	http://www.featherfallscasino.com	235	Feather Falls Casino Brewing	Uet6-X40R2beBxVt-pCyOg	4.0	82	False
278	brewpub	Oroville	United States	818	39.514149122449	-121.55497922449	Miner's Alley Brewing Company	5306934388	95965-4947	California	2053 Montgomery St	[]	2018-08-23 23:59:34.843	http://www.minersalleybrewingco.com	236	Miner's Alley Brewing Company	byObBTThNADnyfwRpdWO2A	4.0	133	False
279	micro	Oxnard	United States	937	34.2068743	-119.2474328	Red Tandem Brewery	8058324023	93035-1131	California	1009 Harbor Blvd	[]	2018-08-24 00:01:19.294	http://www.redtandembrewery.com	237	Red Tandem Brewery	EVOKOudjNtxqpsAWjWh1iw	4.0	105	False
280	planning	Oxnard	United States	1141	34.1976308	-119.1803818	Transmission Brewing Company	8054076133	93030-8231	California		[]	2018-08-24 00:04:25.645	http://jonkercarey@gmail.com	238	Joxer Daly's	no0VF_8JR_g3uR1wiQFmMA	4.0	380	False
281	contract	Pacific Grove	United States	506	36.6174432	-121.9155906	Craft Artisan Ales	8317177543	93950-7093	California		[]	2018-08-23 23:27:05.258		239	Alvarado Street Brewery	6Y96qu_9KXss87_vLZaM8w	4.0	1106	False
282	micro	Pacifica	United States	903	37.6511615833333	-122.491021666667	Pedro Point Brewing	6502889149	94044	California	55A Bill Drake Way	[]	2018-08-24 00:00:47.756	http://www.pedropointbrewing.com	240	Pedro Point Brewing	nCU-Sprs2MWYmtkCWFP0AA	5.0	66	False
283	micro	Pasadena	United States	508	34.1674435	-118.1595567	Craftsman Brewing Co	6262962537	91103-2465	California	1260 Lincoln Ave Ste 100	[]	2018-08-23 23:27:07.240	http://www.craftsmanbrewing.com	241	Craftsman Brewing Company	R8queGXz7i3E5K0pthpiNQ	4.5	39	False
284	contract	Pasadena	United States	537	34.1605907706144	-118.07986421784	Dr Jekyll's Craft Beer	3102738339	91107-1977	California	825 Cambridge Ct	[]	2018-08-23 23:27:32.955	http://www.drjekylls.com	242	Simmzy's	3KMRHU1jo51ngImTqnIgag	4.0	576	False
285	planning	Pasadena	United States	605	34.1476452	-118.1444779	First Water Brewing Company		91106-1420	California		[]	2018-08-23 23:28:29.480	http://firstwaterbrewing.com	243	Craftsman Brewing Company	R8queGXz7i3E5K0pthpiNQ	4.5	39	False
286	micro	Paso Robles	United States	1131	35.6262455	-120.6872603	Toro Creek Brewing Co	8055507007	93446	California	1111 Riverside Ave, Ste 103	[]	2018-08-24 00:04:18.442	http://www.torocreekbrewingcompany.com	244	Toro Creek Brewing Company	lfdnPTwgem99BpRmCzwZiw	4.5	28	False
287	brewpub	Petaluma	United States	521	38.2348199	-122.6391907	Dempsey's Restaurant And Brewery	7077659694	94952-3115	California	50 E Washington St	[]	2018-08-23 23:27:18.430	http://www.dempseys.com	245	Dempsey's Restaurant & Brewery	fHj9VL8MmJoM7bbJhVXFHw	3.5	339	False
288	large	Petaluma	United States	761	38.27264795	-122.661919826192	Lagunitas Brewing Co	7077694495	94954-1113	California	1280 N McDowell Blvd	[]	2018-08-23 23:58:44.690	http://www.lagunitas.com	246	Lagunitas Brewing Company	nBvdJyM7TCHp5ppX31SC5Q	4.5	1861	False
289	micro	Pismo Beach	United States	911	35.13908295	-120.64091923506	Pismo Brewing Co	8052956200	93449-2624	California	500 Cypress St	[]	2018-08-24 00:00:54.888	http://www.pismobrew.com	247	Pismo Brewing Company	J2xNuiqTAaT1MVmjKDQZHg	3.5	147	False
290	micro	Pittsburg	United States	553	38.0330804	-121.8824742	E.J. Phair Brewing Co.	9252529895	94565-2234	California	300 Cumberland St	[]	2018-08-23 23:27:47.078	http://www.ejphair.com	248	E.J. Phair Brewing Company	sW44_Mjd-f0LG1aeMIG3Mg	4.0	226	False
291	micro	Placentia	United States	868	33.8611259658639	-117.880181995951	Offshoot Beer Co.	7149966258	92870	California	737 Dunn Way	[]	2018-08-24 00:00:18.556	http://www.offshootbeer.com	249	The Bruery	CZ-X5V8id_EKZaN2QRCX-g	4.5	951	False
292	micro	Placentia	United States	1056	33.8633095660543	-117.820080198027	Stereo Brewing Co	7149933390	92870-6775	California	950 S Via Rodeo	[]	2018-08-24 00:03:11.573	http://www.stereobrewing.com	250	Stereo Brewing	Me-wXhlv5dfpI7b2kBTupg	4.5	114	False
293	micro	Placentia	United States	448	33.8623093	-117.8791616	Bruery, The	7149966258	92870-6806	California	717 Dunn Way	[]	2018-08-23 23:26:18.815	http://www.thebruery.com	251	The Bruery	CZ-X5V8id_EKZaN2QRCX-g	4.5	951	False
294	micro	Placerville	United States	880	38.7296252	-120.798546	Old Hangtown Beer Works	5309195166	95667	California		[]	2018-08-24 00:00:28.463		252	Old Hangtown Beer Works	rlF55BNHjWHKRPmy8hWh5w	4.5	26	False
295	micro	Placerville	United States	880	38.7296252	-120.798546	Old Hangtown Beer Works	5309195166	95667	California		[]	2018-08-24 00:00:28.463		259	Old Hangtown Beer Works	rlF55BNHjWHKRPmy8hWh5w	4.5	26	False
296	micro	Rancho Cordova	United States	879	38.6075491	-121.264149	Old Hangtown Beer Works	5309195166	95742-6285	California	11327 Trade Center Dr Ste 350	[]	2018-08-24 00:00:28.041	http://www.oldhangtownbeerworks.com	252	Old Hangtown Beer Works	rlF55BNHjWHKRPmy8hWh5w	4.5	26	False
297	micro	Rancho Cordova	United States	879	38.6075491	-121.264149	Old Hangtown Beer Works	5309195166	95742-6285	California	11327 Trade Center Dr Ste 350	[]	2018-08-24 00:00:28.041	http://www.oldhangtownbeerworks.com	259	Old Hangtown Beer Works	rlF55BNHjWHKRPmy8hWh5w	4.5	26	False
298	micro	Placerville	United States	889	38.7293661000139	-120.794212003516	Outbreak Brewing Co.	5307483258	95667-5704	California	640 Main St	[]	2018-08-24 00:00:35.962	http://www.outbreakbrewing.com	253	Outbreak Brewing	f74D3CXfQ9o6PIAncC7LcA	4.0	45	False
299	brewpub	Placerville	United States	917	38.7276787017952	-120.837068616966	Placerville Brewing Co	5302959166	95667-3909	California	155 Placerville Dr	[]	2018-08-24 00:01:00.828	http://www.placervillebrewing.com	254	Placerville Brewing Company	m-BmIAMknBOqSN6JBxK0fA	3.0	167	False
